"","word","counts","aveScore"
"2573","england",7,1.45985714285714
"2598","careful",7,1.00271428571429
"2608","humming",7,0.820142857142857
"2615","boss",7,1.88572727272727
"2628","mickey",7,2.365125
"2667","ass",7,1.52869696969697
"2672","mixed",7,1.37171428571429
"2743","singer",7,1.36057142857143
"2752","weak",7,2.05927272727273
"2764","revoir",7,0.507857142857143
"2778","muddy",7,0.475285714285714
"2801","fields",7,3.23354545454545
"2826","blowing",7,2.08785714285714
"2845","mom",7,1.92906451612903
"2857","monterey",7,0.985142857142857
"2870","darn",7,0.80525
"2875","tenderly",7,0.572714285714286
"2893","wondering",7,0.552714285714286
"2903","basin",7,0.412714285714286
"2909","mer",7,1.56314869888476
"2910","orchid",7,1.3116
"2923","slam",7,1.09885714285714
"2927","jersey",7,1.58057142857143
"2936","starry",7,2.05766666666667
"2962","apples",7,0.793857142857143
"2963","stompin",7,0.870125
"2964","savoy",7,0.872714285714286
"2976","brought",7,0.654285714285714
"2986","victim",7,0.617625
"3043","cecilia",7,1.64857142857143
"3098","deal",7,0.62375
"3114","grave",7,0.726416666666667
"3181","tonight.s",7,2.9915
"3225","quarter",7,1.29871428571429
"3228","frog",7,0.272
"3253","county",7,1.64371428571429
"3271","lace",7,1.69393269230769
"3335","trash",7,0.842428571428571
"3344","happens",7,1.02942857142857
"3352","lock",7,2.24339743589744
"3357","regrets",7,0.742571428571429
"3368","ideal",7,0.918
"3382","swedish",7,1.54785714285714
"3400","apologize",7,4.10014285714286
"3433","elvis",7,1.525
"3447","falls",7,3.0928
"3456","travellin",7,2.98290909090909
"3568","chill",7,0.786222222222222
"3621","coins",7,3.01071428571429
"3659","X66",7,NA
"3667","language",7,1.02771428571429
"3683","ah",7,1.39220987654321
"3689","eighty",7,1.7
"3712","seas",7,2.56169696969697
"3729","torch",7,0.747428571428571
"3772","reindeer",7,3.52785714285714
"3794","spangled",7,1.382
"3795","banner",7,1.382
"3802","goldmine",7,0.620571428571429
"3813","wildwood",7,1.71871428571429
"3834","independence",7,0.865
"3891","X1994",7,NA
"3900","souls",7,0.686333333333333
"3909","hardest",7,2.04557142857143
"3917","spinning",7,2.58528571428571
"3971","blowin",7,2.18592857142857
"3984","jackson",7,3.35685714285714
"3990","dreamed",7,0.391714285714286
"4039","visions",7,0.531875
"4114","steel",7,1.041875
"4185","dum",7,0.962066666666667
"4192","satin",7,2.29171428571429
"4212","raise",7,2.703875
"4239","painter",7,1.19214285714286
"4250","eclipse",7,4.22814285714286
"4253","chinese",7,0.926714285714286
"4265","clap",7,1.11985714285714
"4276","X1985",7,NA
"4292","anyway",7,0.603
"4398","rosalie",7,1.054
"4462","turns",7,0.570625
"4497","that.ll",7,2.86528571428571
"4517","longing",7,1.39111111111111
"4535","energy",7,1.71771428571429
"4559","bullet",7,2.1825
"4563","chop",7,1.20754545454545
"4570","sweat",7,4.21333333333333
"4626","aunt",7,0.548260869565217
"4659","suspicious",7,3.091
"4660","minds",7,2.0485
"4665","bites",7,4.14685714285714
"4667","cuban",7,0.727
"4708","deus",7,1.39209090909091
"4710","ceu",7,0.537545454545455
"4721","sou",7,1.3293696369637
"4758","os",7,1.5134650974026
"4783","dia",7,1.63009420289855
"4809","com",7,1.46637623762376
"4963","lu",7,1.14272028890348
"4975","von",7,0.8667
"5006","amsterdam",7,0.333
"5052","wenn",7,0.774571428571429
"5057","zu",7,0.629909090909091
"5066","vaya",7,3.13228571428571
"5068","dios",7,2.5845
"5073","givin",7,1.49625
"5085","encore",7,2.90125
"5158","sur",7,1.56604761904762
"5168","rainbows",7,1.53485714285714
"5171","who.ll",7,1.43857142857143
"5200","odds",7,3.31885714285714
"5297","wash",7,1.6025
"5342","vegas",7,2.32428571428571
"5353","carol",7,1.45182692307692
"5361","goode",7,2.53055555555556
"5390","X17",7,NA
"5408","qui",7,1.53242857142857
"5576","congratulations",7,1.30642857142857
"5630","princess",7,0.797
"5635","teardrop",7,1.76308695652174
"5672","komm",7,1.4298
"5684","lipstick",7,1.43171428571429
"5707","melodie",7,1.66985714285714
"5738","society",7,0.451
"5754","royal",7,1.68155555555556
"5760","begins",7,1.04242857142857
"5801","ohio",7,1.918
"5861","femme",7,1.03411111111111
"5862","nuit",7,1.118
"5891","uno",7,0.62325
"5898","nothing.s",7,4.06555555555556
"5917","president",7,0.833909090909091
"5978","riding",7,1.53457142857143
"5993","witch",7,2.13655555555556
"6010","shady",7,3.50028571428571
"6046","foolin",7,0.648133333333333
"6049","photograph",7,3.295125
"6096","personal",7,3.2355
"6108","X8",7,NA
"6144","unforgettable",7,4.31028571428571
"6160","slowly",7,0.424428571428571
"6194","misbehavin",7,1.51128571428571
"6201","present",7,0.683166666666667
"6211","michael",7,2.84971428571429
"6263","celebrate",7,1.50614285714286
"6351","tons",7,4.052625
"6386","atlantis",7,2.74357142857143
"6405","pump",7,1.96436363636364
"6444","g",7,1.61216873096447
"6458","dallas",7,0.302285714285714
"6509","blackbird",7,1.793
"6531","echoes",7,0.534428571428571
"6566","pussy",7,1.51722222222222
"6625","peaceful",7,0.835285714285714
"6630","ritz",7,2.1103
"6638","betcha",7,1.97385714285714
"6684","adorable",7,2.10914285714286
"6733","gown",7,1.01328571428571
"6817","dedicated",7,2.24528571428571
"6838","often",7,0.773285714285714
"6905","toy",7,1.83528571428571
"6947","dress",7,2.33883333333333
"7044","aida",7,1.2195
"7218","squeeze",7,0.963571428571429
"7240","nevertheless",7,1.468
"7277","pigs",7,1.52228571428571
"7347","ida",7,1.66959541984733
"7751","guys",7,0.832857142857143
"7773","starlight",7,0.921428571428571
"7817","saint",7,1.591125
"7883","pretender",7,3.01775
"8135","blanca",7,2.13557142857143
"8343","confessions",7,1.96985714285714
"8426","woodpecker",7,3.81971428571429
"8614","lamplighter",7,1.7431
"8640","cage",7,0.840777777777778
"8698","jo",7,1.38761038961039
"8712","shannon",7,1.72757142857143
"8728","shimmy",7,0.566833333333333
"8776","happening",7,1.382125
"8840","seat",7,1.11
"8844","lift",7,1.55521428571429
"8872","self",7,1.54281935483871
"9083","plane",7,1.82413793103448
"9462","worm",7,2.46642857142857
"9724","dock",7,2.898
"9769","dil",7,2.04157575757576
"9776","gaya",7,0.593166666666667
"9793","naheen",7,0.636333333333333
"214","waterfall",6,2.67266666666667
"343","boy.s",6,0.8116
"351","major",6,1.756
"358","roads",6,2.45063636363636
"362","moves",6,5.02816666666667
"368","tv",6,1.948875
"375","page",6,1.5265
"434","kong",6,0.8365
"445","smokey",6,2.11133333333333
"481","X2004",6,NA
"506","trap",6,0.518454545454546
"519","rum",6,1.31833802816901
"524","smells",6,3.43583333333333
"621","bumble",6,1.44142857142857
"643","taken",6,0.813857142857143
"660","bucket",6,0.574111111111111
"700","aboard",6,0.754
"730","rings",6,1.35836363636364
"763","pipe",6,1.391375
"769","ling",6,1.60357244655582
"805","tables",6,0.862333333333333
"851","della",6,2.39116666666667
"885","storia",6,0.566666666666667
"925","tower",6,1.8217
"944","volta",6,0.500625
"965","disguise",6,5.16614285714286
"969","eat",6,1.77833484162896
"1064","blonde",6,2.01075
"1078","tattoo",6,1.37625
"1123","wise",6,1.13071428571429
"1155","chloe",6,0.8305
"1180","become",6,3.03
"1191","seventh",6,1.4904
"1192","saving",6,2.49625
"1203","mandalay",6,1.20016666666667
"1212","h",6,1.61460165221733
"1227","snap",6,1.49457142857143
"1270","wiedersehen",6,0.609
"1278","marlene",6,0.985333333333333
"1300","alle",6,1.53472832369942
"1320","sands",6,2.178
"1331","pocket",6,2.54891666666667
"1332","clean",6,2.849
"1424","halo",6,2.4005
"1458","sol",6,1.35448734177215
"1501","coucher",6,6.531
"1502","aver",6,2.23492
"1624","tipperary",6,1.15566666666667
"1672","riverside",6,0.595333333333333
"1729","columbus",6,0.993166666666667
"1776","bernadette",6,1.3885
"1780","delicado",6,2.5585
"1808","sailor",6,1.25942857142857
"1826","canyon",6,0.860333333333333
"1847","ora",6,0.87928476821192
"1849","X80",6,NA
"1862","wo",6,1.6495320754717
"1902","lang",6,1.15544444444444
"1906","jangle",6,2.42409090909091
"1913","truck",6,1.01477777777778
"1920","waste",6,1.07766666666667
"1950","rough",6,1.26729032258065
"1958","built",6,3.58366666666667
"1963","united",6,2.28914285714286
"1986","nest",6,1.35827777777778
"2031","darktown",6,0.99
"2071","honolulu",6,0.826166666666667
"2096","mare",6,0.55395
"2107","robert",6,1.0511
"2122","hannah",6,0.484333333333333
"2131","maiden",6,1.3
"2136","rent",6,1.13044117647059
"2185","frenesi",6,2.684
"2239","gayi",6,0.53525
"2284","circles",6,1.697
"2306","growing",6,0.640166666666667
"2322","believing",6,1.0055
"2332","rollercoaster",6,3.07816666666667
"2341","breathing",6,0.613333333333333
"2390","lulu",6,0.773166666666667
"2412","bom",6,1.24792
"2449","dub",6,1.062
"2456","physical",6,3.69766666666667
"2513","sonho",6,0.618857142857143
"2519","puppy",6,3.3335
"2564","julie",6,1.92838461538462
"2624","beats",6,1.26428571428571
"2643","tambourine",6,4.51566666666667
"2657","pro",6,1.55791724137931
"2714","fanny",6,1.05333333333333
"2741","waters",6,0.471166666666667
"2745","tokyo",6,0.786166666666667
"2772","gigolo",6,1.733
"2804","wasting",6,0.67
"2838","spell",6,1.12316666666667
"2879","thou",6,1.62479310344828
"2900","pearls",6,2.43433333333333
"2901","mail",6,0.562125
"2912","bugle",6,2.025
"2974","meets",6,0.729166666666667
"2994","spurs",6,2.62366666666667
"3000","boa",6,1.53253125
"3010","homesick",6,0.848571428571429
"3044","trolley",6,1.9035
"3065","cousin",6,1.13457142857143
"3072","thy",6,2.26688
"3078","moonshine",6,0.862833333333333
"3081","spare",6,2.80516666666667
"3082","lovesick",6,2.66783333333333
"3140","salt",6,0.790545454545455
"3173","beneath",6,2.196
"3214","bull",6,2.30455
"3218","conversation",6,3.24816666666667
"3226","hobo",6,0.3955
"3248","antonio",6,1.79816666666667
"3278","boyfriend",6,2.21114285714286
"3318","minnie",6,2.21433333333333
"3326","hound",6,2.5193
"3345","mellow",6,2.94383333333333
"3365","year.s",6,1.93914285714286
"3379","french",6,1.83083333333333
"3391","cottage",6,0.6465
"3394","fool.s",6,1.9600487804878
"3424","shock",6,1.5378
"3458","vienna",6,2.16283333333333
"3477","yankee",6,0.981833333333333
"3507","works",6,1.22042857142857
"3560","calypso",6,1.08316666666667
"3588","hu",6,1.81372769953052
"3594","morgen",6,1.99571428571429
"3605","trade",6,1.40014285714286
"3616","zwei",6,2.27716666666667
"3623","sh",6,1.63081808943089
"3658","route",6,1.64733333333333
"3662","sparrow",6,0.7425
"3670","warning",6,0.6485
"3680","faded",6,1.22366666666667
"3694","movie",6,1.34053333333333
"3707","easter",6,0.9265
"3740","laroo",6,0.560666666666667
"3752","becomes",6,3.0795
"3764","scene",6,1.778875
"3768","ridin",6,1.36284615384615
"3773","reminds",6,0.589
"3775","sierra",6,1.79733333333333
"3780","sleigh",6,0.768
"3787","potato",6,0.940888888888889
"3797","picnic",6,1.90133333333333
"3806","waltzing",6,1.18966666666667
"3808","hay",6,0.742636363636364
"3809","couple",6,0.800833333333333
"3827","neon",6,0.692833333333333
"3851","pagan",6,1.28014285714286
"3894","detroit",6,0.852666666666667
"3898","hanging",6,2.389
"3903","fu",6,1.52516445182724
"3914","gamblin",6,1.01757142857143
"3966","forgot",6,0.545866666666667
"3976","corinna",6,1.16733333333333
"4004","rosemary",6,1.92283333333333
"4015","pledging",6,0.876666666666667
"4019","nos",6,1.31894736842105
"4051","exodus",6,1.4175
"4053","iron",6,2.25811111111111
"4126","ghostbusters",6,3.7365
"4134","irresistible",6,2.70783333333333
"4136","judy",6,2.515
"4150","X1975",6,NA
"4162","sway",6,1.86985714285714
"4164","fish",6,1.04205
"4188","halfway",6,0.889
"4196","color",6,1.5526
"4210","chelsea",6,1.0205
"4213","ugly",6,2.095
"4215","leavin",6,1.7144
"4218","baker",6,6.1995
"4226","X2001",6,NA
"4244","wig",6,1.97391666666667
"4259","bread",6,1.56455555555556
"4278","loneliness",6,1.66333333333333
"4279","nite",6,2.06648
"4382","revenge",6,0.387
"4432","murder",6,1.624625
"4449","tunnel",6,1.0605
"4454","X18",6,NA
"4466","casanova",6,1.34416666666667
"4480","bomb",6,1.22036842105263
"4515","twelve",6,0.646
"4527","communication",6,0.939
"4584","day.s",6,1.34094594594595
"4590","history",6,0.832833333333333
"4610","stagger",6,2.19666666666667
"4617","wah",6,2.46357142857143
"4618","dah",6,1.46784615384615
"4678","assim",6,0.519833333333333
"4681","pe",6,1.55186226685796
"4686","azul",6,0.4774
"4840","co",6,1.46825011515431
"4862","bem",6,0.595428571428571
"4877","nosso",6,0.631666666666667
"4899","tenho",6,0.558166666666667
"4916","corazon",6,0.888
"4925","crystal",6,1.57314285714286
"4948","wonderwall",6,3.29566666666667
"4983","eine",6,1.216325
"5053","meine",6,0.473142857142857
"5063","scarlet",6,0.599714285714286
"5075","thang",6,1.943
"5080","ou",6,1.61058302623022
"5223","searchin",6,1.71855555555556
"5261","strip",6,1.832
"5275","patricia",6,2.8305
"5289","julia",6,0.901833333333333
"5344","class",6,1.6278
"5356","drifting",6,0.454666666666667
"5369","rendezvous",6,0.490166666666667
"5378","bass",6,1.68228571428571
"5387","brick",6,5.995
"5441","mal",6,1.38916363636364
"5541","cuore",6,0.631833333333333
"5543","capri",6,1.17764285714286
"5544","roma",6,1.13861111111111
"5634","panic",6,0.677
"5711","kleine",6,1.56422222222222
"5723","voyage",6,2.37816666666667
"5734","als",6,1.39913333333333
"5897","dooley",6,4.20216666666667
"5902","cathedral",6,3.0515
"5939","fashion",6,1.13665517241379
"5988","splendoured",6,2.85266666666667
"6011","powder",6,1.41571428571429
"6034","knocking",6,0.405
"6037","rare",6,1.16588888888889
"6090","fragile",6,0.761166666666667
"6109","bills",6,3.8115
"6114","shirt",6,0.5217
"6129","reaction",6,1.90566666666667
"6159","atlanta",6,0.405333333333333
"6162","ferryboat",6,1.63283333333333
"6164","honestly",6,1.61516666666667
"6191","violets",6,1.518
"6230","written",6,3.25957142857143
"6271","X2008",6,NA
"6353","building",6,0.72725
"6420","hoop",6,3.6283125
"6460","fireworks",6,0.7415
"6563","margie",6,1.41333333333333
"6613","lines",6,1.79813636363636
"6655","trumpet",6,0.48075
"6668","golly",6,2.57083333333333
"6823","bubble",6,1.1017
"6864","easier",6,1.44666666666667
"6934","sneakers",6,0.2235
"6937","counting",6,0.9435
"6966","tutti",6,2.39033333333333
"7007","gravity",6,0.6395
"7081","addicted",6,2.78
"7137","pretending",6,0.875
"7138","chariot",6,3.458
"7173","dolce",6,1.802
"7212","junction",6,1.20616666666667
"7222","dearest",6,0.611166666666667
"7372","hog",6,1.13311111111111
"7412","elle",6,1.48127272727273
"7443","fare",6,1.25908571428571
"7460","log",6,2.56125714285714
"7469","papa.s",6,1.442
"7473","threads",6,0.754166666666667
"7531","lemon",6,2.29828571428571
"7542","friendly",6,1.3884
"7545","perfidia",6,1.48883333333333
"7774","sunflower",6,0.951333333333333
"7826","gambler",6,1.278
"7900","whisp.ring",6,1.79026923076923
"8057","weary",6,0.468428571428571
"8140","winding",6,3.3975
"8311","operator",6,1.73433333333333
"8383","berkeley",6,1.118
"8401","johnson",6,1.03766666666667
"8407","sonata",6,0.469
"8503","homecoming",6,0.900666666666667
"8556","trousers",6,1.91416666666667
"8583","drops",6,2.11606451612903
"8625","missed",6,2.70933333333333
"8707","thoughts",6,0.450857142857143
"8730","rouge",6,3.19028571428571
"8996","zip",6,1.76766666666667
"9104","jigga",6,0.884
"9388","adieu",6,0.759833333333333
"9546","sein",6,0.817
"10339","gut",6,0.3271
"11026","should.ve",6,1.22783333333333
"11557","vez",6,0.564857142857143
"11860","chee",6,1.55291304347826
"12548","engine",6,1.02783333333333
"14370","hart",6,0.271142857142857
"4","wiggle",5,2.85225
"38","spread",5,0.531166666666667
"60","gospel",5,1.3666
"165","art",5,1.68832654494382
"167","sake",5,2.15855555555556
"184","judge",5,0.713833333333333
"249","bank",5,0.6205
"275","giant",5,0.8632
"279","wow",5,2.5454
"280","reflections",5,2.4264
"318","hurrah",5,0.92425
"422","heels",5,1.74313636363636
"468","crown",5,0.6546
"480","waterloo",5,6.0538
"485","millionaire",5,0.597166666666667
"497","arrow",5,1.49891666666667
"512","amen",5,1.14133333333333
"520","coca",5,3.16742857142857
"521","cola",5,1.90544444444444
"532","balls",5,3.3188
"541","cheap",5,1.0695
"569","wire",5,1.61142857142857
"570","talks",5,2.41233333333333
"581","shoot",5,0.561166666666667
"679","whistling",5,0.79
"686","dances",5,1.3788
"754","tryin",5,0.670777777777778
"758","yard",5,0.709
"771","dublin",5,0.7922
"801","rumour",5,1.70242857142857
"836","er",5,1.59217087025676
"897","dir",5,1.71406896551724
"913","sola",5,0.9756
"964","devil.s",5,1.15185714285714
"985","elevator",5,1.70966666666667
"1080","which",5,2.0512
"1111","pistol",5,4.916
"1112","packin",5,4.916
"1149","showers",5,2.042
"1157","coo",5,1.54683582089552
"1168","gate",5,1.114
"1182","climb",5,1.09725
"1201","liza",5,0.980076923076923
"1218","porter",5,1.454625
"1247","bobbin",5,1.3688
"1250","robinson",5,3.1648
"1290","X1970",5,NA
"1363","disaster",5,1.05
"1390","fairytale",5,2.4218
"1454","nightmare",5,0.617285714285714
"1470","empire",5,2.843
"1492","criminal",5,2.9506
"1522","vienne",5,1.1378
"1554","tiny",5,1.8545
"1619","peaches",5,0.7434
"1622","college",5,0.905
"1633","nellie",5,1.0925
"1640","violin",5,0.604375
"1653","mysterious",5,3.7986
"1659","tulip",5,1.28766666666667
"1698","their",5,0.4882
"1720","adios",5,1.8176
"1728","christopher",5,0.945
"1748","canadian",5,1.6962
"1813","valse",5,2.2696
"1955","preacher",5,2.121
"1964","believes",5,3.6712
"2022","daisies",5,0.5144
"2024","stream",5,1.8205
"2078","hiawatha",5,0.9708
"2088","aba",5,1.51654666666667
"2089","daba",5,1.168375
"2119","reel",5,1.09663636363636
"2130","dusky",5,0.811
"2144","jing",5,1.63117391304348
"2155","bedelia",5,1.3656
"2161","ac",5,1.70198170731707
"2162","cent",5,1.52711111111111
"2163","tchu",5,5.12925
"2169","chillun",5,1.4322
"2178","sigh",5,1.08963157894737
"2275","windy",5,2.1494
"2290","calls",5,0.6504
"2335","doggy",5,3.4384
"2337","feelings",5,2.1714
"2362","avec",5,0.4316
"2364","quand",5,0.718466666666667
"2383","mulata",5,0.8036
"2387","seu",5,1.05127272727273
"2394","caboca",5,0.8966
"2483","agua",5,1.4005
"2539","songbird",5,1.46566666666667
"2561","search",5,1.122625
"2579","satisfy",5,1.2736
"2580","ecstasy",5,0.7732
"2587","preach",5,2.71692307692308
"2607","instrumental",5,0.35
"2616","philadelphia",5,8.893
"2645","drum",5,0.906863636363636
"2660","dew",5,0.848384615384615
"2737","spirits",5,1.051
"2742","subway",5,0.9818
"2755","dies",5,2.16211538461538
"2756","shades",5,0.279
"2765","pleasant",5,2.3036
"2814","dardanella",5,1.3966
"2827","bubbles",5,1.4928
"2855","gin",5,1.62923529411765
"2859","alabamy",5,0.42
"2889","rockies",5,1.4962
"2898","calico",5,1.5006
"2911","pair",5,1.01966666666667
"2915","southland",5,0.3628
"2916","dizzy",5,3.0888
"2921","exactly",5,0.8354
"2926","idaho",5,0.9548
"2947","restless",5,0.4426
"2987","radar",5,2.4412
"2991","junge",5,2.84666666666667
"3021","blessings",5,1.3028
"3032","russian",5,2.4925
"3036","candles",5,2.5338
"3039","coach",5,1.257
"3048","tip",5,1.6745
"3075","poker",5,5.4866
"3126","kitchen",5,1.0904
"3172","boardwalk",5,1.789
"3176","lawyer",5,2.093
"3187","clyde",5,3.528
"3219","fightin",5,3.17276923076923
"3231","outskirts",5,0.5066
"3263","lying",5,1.39668965517241
"3273","nu",5,1.62633070866142
"3280","cathy.s",5,3.5686
"3291","dim",5,1.14505128205128
"3294","forty",5,1.0955
"3305","rip",5,1.49245762711864
"3310","beatin",5,0.948857142857143
"3343","embraceble",5,0.6284
"3350","waterfront",5,0.7766
"3371","neighbours",5,0.791
"3380","hut",5,1.89561538461538
"3399","gigi",5,1.4855
"3414","adam",5,0.947526315789474
"3419","flesh",5,0.6658
"3425","system",5,0.761833333333333
"3444","italian",5,1.3175
"3454","connection",5,0.192
"3460","rome",5,1.01925925925926
"3516","mention",5,0.8448
"3521","curly",5,0.9042
"3536","X20th",5,NA
"3607","tumbleweeds",5,1.6706
"3614","lilacs",5,0.6718
"3618","meer",5,2.3932
"3626","gems",5,0.9058
"3627","george",5,2.34083333333333
"3631","teacher",5,1.2724
"3632","X18th",5,NA
"3633","X19th",5,NA
"3634","chestnut",5,1.18685714285714
"3639","sam.s",5,1.18342857142857
"3641","zing",5,1.36252272727273
"3675","aren.t",5,1.3318
"3718","range",5,1.6726347826087
"3742","bolero",5,1.005
"3754","reverie",5,1.16916666666667
"3757","ye",5,1.67510862944162
"3760","atchison",5,4.394
"3761","topeka",5,4.394
"3785","horn",5,0.841375
"3805","cigarettes",5,0.8372
"3819","habit",5,1.6049
"3826","aeroplane",5,0.6308
"3841","hunter",5,1.097
"3852","poetry",5,2.5478
"3920","oops",5,3.5212
"3951","foggy",5,1.3846
"3961","loop",5,3.09933333333333
"3965","whispers",5,1.4114
"3969","thin",5,1.72017386831276
"3985","north",5,1.15833333333333
"3989","hurricane",5,1.99133333333333
"4007","animals",5,0.7888
"4036","chase",5,0.333222222222222
"4047","concrete",5,0.905
"4059","mystic",5,0.3614
"4071","X1984",5,NA
"4072","sycamore",5,0.5716
"4073","thinkin",5,1.20266666666667
"4088","carpenter",5,1.5008
"4092","load",5,1.25327272727273
"4110","stripes",5,2.3876
"4123","common",5,2.6684
"4137","moody",5,1.8442
"4139","milord",5,2.2204
"4152","voodoo",5,1.6706
"4187","jolly",5,0.9136
"4205","blaze",5,2.88
"4208","X2003",5,NA
"4258","hug",5,1.15641666666667
"4268","limbo",5,2.5048
"4277","suede",5,2.9115
"4284","knee",5,2.2655
"4293","shooting",5,0.5006
"4305","learning",5,1.243
"4322","learnin",5,1.7535
"4371","weevil",5,1.2172
"4391","owe",5,1.87679874213836
"4403","divide",5,1.209625
"4408","sandy",5,0.5868
"4417","ranch",5,0.6873
"4460","died",5,4.35766666666667
"4468","he.ll",5,1.497
"4506","neck",5,1.76377777777778
"4512","dreamland",5,0.9908
"4514","paree",5,0.609
"4522","aching",5,0.911444444444445
"4573","hep",5,0.716111111111111
"4579","vagabond",5,0.605
"4581","rhumba",5,0.5196
"4608","tan",5,1.54481818181818
"4631","josh.s",5,0.874333333333333
"4633","laughed",5,0.3792
"4636","deacon",5,1.1126
"4652","fifth",5,2.4662
"4674","alguem",5,0.5206
"4741","morena",5,0.6172
"4752","olha",5,0.525666666666667
"4756","bonita",5,2.9844
"4800","tem",5,1.27634375
"4805","alo",5,1.51990062111801
"4838","chica",5,1.40638888888889
"4839","chic",5,1.54935185185185
"4842","comigo",5,0.564
"4870","malandro",5,0.563666666666667
"4897","feliz",5,0.547333333333333
"4943","deeply",5,5.2258
"4956","headed",5,1.5452
"4976","arkansas",5,0.7736
"4991","einmal",5,0.7042
"5005","nach",5,0.924809523809524
"5015","parole",5,0.342
"5043","noch",5,0.822909090909091
"5071","X1997",5,NA
"5108","sans",5,0.7255
"5112","chances",5,2.3384
"5113","tous",5,1.276
"5147","boheme",5,1.1436
"5150","mes",5,1.38110126582278
"5152","mourir",5,0.6204
"5170","machree",5,0.9886
"5202","strikes",5,1.6852
"5210","alfie",5,1.3984
"5216","thieves",5,3.3736
"5263","wet",5,0.5984
"5267","jeans",5,2.9456
"5273","separate",5,2.923
"5312","jar",5,1.92755555555556
"5314","charm",5,1.78303448275862
"5319","X20",5,NA
"5354","dad",5,1.01750434782609
"5371","beethoven",5,4.7856
"5372","roller",5,1.66723076923077
"5383","compares",5,7.7728
"5400","aime",5,1.3205
"5450","fille",5,1.24291666666667
"5566","fascinating",5,1.2688
"5612","silhouettes",5,1.9886
"5623","playground",5,4.1224
"5624","substitute",5,3.0498
"5633","daylight",5,1.35533333333333
"5649","stein",5,1.6185
"5651","maine",5,1.29941176470588
"5658","phoenix",5,1.0124
"5673","domani",5,0.4068
"5751","patience",5,3.4544
"5772","mmm",5,11.5935
"5775","dang",5,1.30494871794872
"5781","passing",5,0.5338
"5849","harder",5,1.3985
"5876","temps",5,0.502
"5936","putting",5,2.2768
"5969","underground",5,3.0336
"5972","blows",5,0.4146
"6039","screaming",5,0.408
"6051","switch",5,2.3248
"6060","swiss",5,1.84366666666667
"6112","nasty",5,2.6432
"6124","poppa",5,2.5364
"6141","workin",5,1.40313636363636
"6163","suspicion",5,1.85633333333333
"6180","dearly",5,1.7136
"6182","wears",5,1.889
"6204","los",5,1.64055820895522
"6213","windows",5,1.19566666666667
"6215","boats",5,1.05216666666667
"6222","diane",5,3.4312
"6226","loneliest",5,0.779
"6244","writer",5,3.87533333333333
"6247","juliet",5,2.05083333333333
"6304","maestro",5,1.5188
"6314","donne",5,0.790285714285714
"6356","dollars",5,0.8424
"6363","castles",5,1.0492
"6400","oak",5,4.09844444444444
"6489","surfin",5,2.46416666666667
"6496","track",5,0.702466666666667
"6506","wishes",5,1.0578
"6507","birmingham",5,0.4254
"6513","bojangles",5,1.1854
"6534","flaming",5,1.3349
"6535","flamingo",5,2.0556
"6558","limehouse",5,0.7754
"6574","kit",5,1.21648571428571
"6587","stepping",5,0.3748
"6600","yearning",5,0.8542
"6618","butterflies",5,0.751
"6695","block",5,4.21442857142857
"6708","moses",5,0.3652
"6715","wiederseh.n",5,2.13036363636364
"6824","gum",5,0.820545454545455
"6826","basket",5,2.481
"6858","bite",5,2.61707692307692
"6868","funeral",5,0.311
"6931","reality",5,1.5408
"6933","heel",5,1.46083333333333
"6972","busy",5,3.4688
"6974","palm",5,0.770416666666667
"6986","fuck",5,0.489285714285714
"7018","duet",5,0.721
"7030","torn",5,1.92835294117647
"7038","samson",5,1.4252
"7096","y",5,1.62574441970347
"7133","father.s",5,1.026
"7148","slippin",5,2.251
"7149","soldier.s",5,0.8208
"7161","ancora",5,0.26
"7174","dove",5,2.1544347826087
"7211","tuxedo",5,1.3932
"7304","wir",5,1.27044444444444
"7305","leben",5,0.3686
"7313","bet",5,1.60096470588235
"7346","chile",5,1.362
"7377","crossed",5,0.542
"7448","creek",5,0.281
"7456","railroad",5,1.388
"7490","named",5,2.46966666666667
"7543","persuasion",5,2.3258
"7581","amigo",5,0.925714285714286
"7597","aquarela",5,1.8352
"7766","success",5,1.19442857142857
"7783","grew",5,0.9926
"7792","brass",5,2.4445
"7794","stockings",5,0.586
"7833","goose",5,1.3366
"7851","tweedle",5,2.1816
"7916","palms",5,0.6706
"7953","bald",5,1.15383333333333
"7977","cared",5,1.57325
"8014","caboclo",5,0.6448
"8070","feather",5,1.668
"8072","rodgers",5,0.253
"8153","X2002",5,NA
"8154","unknown",5,0.9912
"8176","where.s",5,1.26714285714286
"8182","favorite",5,0.8286
"8200","angie",5,5.9792
"8256","extraordinary",5,0.291
"8293","selections",5,0.7498
"8301","advice",5,1.276
"8348","virgin",5,1.34910714285714
"8349","misery",5,1.7882
"8364","lovelight",5,1.1122
"8380","object",5,1.837
"8402","juke",5,2.37185714285714
"8405","jug",5,0.836
"8460","instant",5,2.8698
"8472","jamaica",5,2.3055
"8605","crash",5,2.53871428571429
"8690","gloaming",5,0.6246
"8692","cows",5,0.64825
"8729","moulin",5,4.1034
"8744","bliss",5,2.5592
"8783","zoo",5,1.5269375
"8836","vieni",5,1.15533333333333
"8838","cheri",5,2.20344444444444
"8939","cling",5,0.58
"8980","huh",5,1.431
"9037","X2006",5,NA
"9078","joseph",5,1.361
"9155","drinkin",5,0.712375
"9167","known",5,2.0911
"9422","ton",5,1.76346736842105
"9433","een",5,1.80978091106291
