"","word","counts","aveScore"
"2177","between",23,1.07773913043478
"2323","mighty",23,1.76069565217391
"2605","guess",23,0.766347826086957
"3168","small",23,1.39533333333333
"3462","human",23,1.88888888888889
"3734","happen",23,1.0164262295082
"4029","talking",23,1.05917391304348
"4175","baby.s",23,1.14695454545455
"4377","hotel",23,2.86826086956522
"606","flower",22,1.94074137931034
"652","fashioned",22,0.946318181818182
"788","chapel",22,1.97582608695652
"802","set",22,2.01359420289855
"878","bella",22,0.79045
"958","blind",22,1.31956666666667
"975","hole",22,1.85468852459016
"1210","songs",22,2.27077272727273
"1291","speak",22,1.88117857142857
"1342","precious",22,1.55354545454545
"1538","mambo",22,2.80368181818182
"1706","outside",22,1.69882608695652
"1734","laughing",22,1.13304545454545
"1764","promise",22,1.71095555555556
"1861","ai",22,1.48566357027464
"1983","stuff",22,2.37831818181818
"2013","tea",22,1.48524380165289
"2050","jungle",22,1.1795652173913
"2083","sweetest",22,1.83636363636364
"2278","shot",22,1.7602
"2329","happened",22,0.887954545454545
"2720","jive",22,1.72626086956522
"2853","parts",22,0.6645
"2922","gee",22,1.2732
"3756","jazz",22,0.628888888888889
"4081","walked",22,1.33535
"26","control",21,2.51654545454545
"59","ghetto",21,2.05571428571429
"211","wall",21,1.89356603773585
"283","glass",21,2.7522962962963
"285","says",21,1.75683333333333
"361","blood",21,1.59356666666667
"523","parade",21,1.47852380952381
"526","spirit",21,2.19567857142857
"601","cruel",21,2.21071428571429
"799","rolling",21,2.98795
"854","re",21,1.56666945914168
"973","full",21,1.10089655172414
"987","nine",21,1.55048387096774
"1101","softly",21,3.1482
"1140","unchained",21,2.95938095238095
"1144","ragtime",21,1.20390476190476
"1273","forgive",21,1.52328125
"1336","pain",21,1.21453968253968
"1337","jane",21,1.60207692307692
"1409","dollar",21,1.28126923076923
"1512","pop",21,2.00353623188406
"1571","kentucky",21,1.27652380952381
"1584","mystery",21,1.23919047619048
"1899","beginning",21,1.47686363636364
"1921","wasn.t",21,2.00947619047619
"1947","heartbreak",21,1.46157446808511
"2200","sam",21,1.03968382352941
"2665","hollywood",21,0.95047619047619
"2749","family",21,2.95780952380952
"2847","stormy",21,1.73561904761905
"3002","singing",21,1.52066666666667
"3505","ship",21,0.972138888888889
"3587","ta",21,1.54346003752345
"3654","count",21,1.25934653465347
"3776","silent",21,1.14404761904762
"3931","rise",21,1.45066
"4148","autumn",21,0.949909090909091
"4499","wishing",21,1.81071428571429
"4663","por",21,0.996133333333333
"5076","f",21,1.60626556623485
"5121","mercy",21,1.69747368421053
"5777","downtown",21,1.95428571428571
"71","runnin",20,1.487328125
"126","careless",20,2.22780952380952
"235","club",20,2.77930434782609
"248","straight",20,1.25388
"291","twenty",20,1.1023
"298","imagine",20,1.73525
"312","sos",20,2.05480952380952
"658","kid",20,1.30706382978723
"703","afraid",20,1.01726315789474
"718","rainy",20,1.3583
"776","wife",20,0.628772727272727
"841","hai",20,1.38589696969697
"861","ne",20,1.45392233218589
"1028","mon",20,1.6608591160221
"1186","bound",20,0.7401875
"1193","means",20,0.7382
"1223","susie",20,1.75983333333333
"1264","dangerous",20,1.25345454545455
"1288","taking",20,1.40425
"1562","whispering",20,1.8243
"1563","hope",20,1.56151724137931
"1581","flame",20,1.99068
"1621","france",20,0.927692307692308
"1905","jingle",20,2.06773333333333
"1995","gettin",20,1.53686274509804
"2060","picture",20,1.3908275862069
"2291","cradle",20,1.63725
"2354","heartaches",20,1.4145
"2545","laura",20,1.33095
"2563","hang",20,1.33901716738197
"2748","win",20,1.72018778280543
"2761","samba",20,0.8365
"2825","stairway",20,1.497
"2908","beyond",20,1.2882
"2970","remind",20,2.18964
"3438","faith",20,1.95417073170732
"3566","motion",20,2.67474545454545
"3678","nowhere",20,1.46105
"3724","virginia",20,0.8242
"4407","park",20,1.97741379310345
"5290","beach",20,1.01152380952381
"5767","silence",20,2.52633333333333
"103","against",19,2.93457894736842
"118","nature",19,1.81533333333333
"478","watch",19,1.22689130434783
"488","near",19,1.49323076923077
"592","lotta",19,2.55642105263158
"610","sign",19,2.22484615384615
"672","usa",19,1.42545901639344
"674","boo",19,2.18484615384615
"770","row",19,1.28123448275862
"1177","thousand",19,1.91057894736842
"1269","auf",19,1.46294736842105
"1455","yeah",19,2.53741176470588
"1465","worth",19,1.61490476190476
"1564","carry",19,0.878190476190476
"1723","everlasting",19,1.467
"1795","shadows",19,1.53815789473684
"1817","vain",19,2.49094736842105
"1853","doctor",19,2.54884210526316
"1919","storm",19,1.71180434782609
"2020","message",19,1.77180952380952
"2209","jam",19,1.50515384615385
"2584","X1988",19,NA
"3013","couldn.t",19,0.858263157894737
"3085","mack",19,3.33945833333333
"3121","rainin",19,1.77427586206897
"3185","claus",19,1.35384210526316
"3281","clown",19,2.23073913043478
"3416","catch",19,1.5842380952381
"3919","yonder",19,1.45689473684211
"4233","vida",19,3.16657142857143
"4335","sleeps",19,1.878
"4366","b",19,1.62958203690304
"4795","pra",19,1.76624347826087
"4934","jesus",19,2.01047368421053
"5169","daughter",19,1.82954545454545
"5228","brand",19,2.27161904761905
"5376","feels",19,2.09494736842105
"5955","scream",19,1.93226086956522
"5959","space",19,1.60231428571429
"6922","X2005",19,NA
"144","stuck",18,3.05316666666667
"172","donna",18,1.89924
"185","news",18,0.437833333333333
"213","shuffle",18,1.02566666666667
"514","mucho",18,1.42794444444444
"619","proud",18,2.13657894736842
"682","honeymoon",18,0.949722222222222
"688","double",18,1.08505263157895
"692","whistle",18,1.6879
"744","folks",18,0.864333333333333
"795","shoulder",18,1.61473684210526
"806","respect",18,2.14845454545455
"867","per",18,1.63121889400922
"873","ha",18,1.58481922896098
"905","che",18,1.59237789203085
"1075","southern",18,1.26721052631579
"1114","pal",18,1.36860465116279
"1147","anniversary",18,1.59661111111111
"1498","coffee",18,0.851666666666667
"1596","clover",18,2.74288888888889
"1615","blow",18,1.90645
"1661","avenue",18,1.16961111111111
"1786","clouds",18,0.838761904761905
"1816","you.d",18,1.45632863849765
"1922","natural",18,1.49945161290323
"1929","chain",18,2.09121428571429
"1945","dj",18,2.3345
"1990","mona",18,1.8190303030303
"1991","lisa",18,2.09954545454545
"2010","cake",18,1.07285
"2018","bless",18,1.65582142857143
"2138","ob",18,1.45949128919861
"2139","gang",18,2.93687878787879
"2308","knockin",18,1.687875
"2522","crush",18,1.574
"2562","miracle",18,1.47425925925926
"2713","lion",18,1.04628571428571
"2905","mir",18,1.56321917808219
"3019","seeing",18,1.53768421052632
"3183","kissing",18,1.72977777777778
"3224","grass",18,2.09255555555556
"3283","shoe",18,1.33057142857143
"3354","warm",18,1.3359
"3358","different",18,1.15144444444444
"3395","rush",18,1.51740476190476
"3459","start",18,2.81145614035088
"3482","hat",18,1.65186693548387
"3620","minute",18,2.32696666666667
"4061","X1991",18,NA
"4102","we.ve",18,1.61586206896552
"4269","tight",18,1.99619047619048
"4755","mulher",18,0.538578947368421
"4792","nickel",18,1.553
"4971","bongo",18,1.2553
"242","death",17,0.801666666666667
"308","mamma",17,1.22372222222222
"347","manhattan",17,1.16823529411765
"454","laugh",17,1.09544897959184
"615","fortune",17,1.85276470588235
"650","wood",17,1.74036585365854
"804","turning",17,1.249
"884","luna",17,0.883222222222222
"1000","shut",17,2.23684210526316
"1090","dancer",17,2.44531578947368
"1216","pray",17,2.04686666666667
"1237","belongs",17,0.829823529411765
"1253","cares",17,0.731578947368421
"1398","stupid",17,2.99855555555556
"1404","X7",17,NA
"1440","ann",17,1.83291361256545
"1452","wheels",17,1.72923529411765
"1460","prima",17,1.39163636363636
"1595","leaf",17,1.73844444444444
"1605","passion",17,1.12295238095238
"1614","breeze",17,1.49752631578947
"1797","sunrise",17,1.55152941176471
"1912","X1987",17,NA
"1927","horses",17,1.41129411764706
"1938","gentle",17,0.94228
"2005","hop",17,1.79684810126582
"2108","leaves",17,1.16523529411765
"2168","god.s",17,0.868263157894737
"2235","use",17,1.66153939393939
"2259","heat",17,1.654425
"2318","billy",17,1.52655555555556
"2445","riders",17,2.51223529411765
"2458","movin",17,1.3050625
"2560","write",17,2.04439130434783
"2604","evil",17,1.63243835616438
"2779","buddy",17,1.12982352941176
"2809","kissed",17,3.02211764705882
"2837","pour",17,1.41884615384615
"2899","string",17,1.83541379310345
"2949","square",17,1.01011764705882
"3016","watching",17,1.48541176470588
"3045","harbour",17,1.74817647058824
"3086","knife",17,2.845
"3096","empty",17,1.18005882352941
"3102","beer",17,1.24422222222222
"3353","groove",17,3.2747
"3361","spring",17,1.12014814814815
"3531","streets",17,2.40338888888889
"3899","telephone",17,2.05217647058824
"3992","shall",17,0.466105263157895
"3999","tom",17,1.24837563451777
"4348","teardrops",17,1.65741176470588
"4625","josh",17,0.816363636363636
"4697","rosa",17,0.951435897435897
"4736","uma",17,1.29287755102041
"4815","minha",17,0.610777777777778
"4968","amo",17,1.24798909090909
"4995","ist",17,1.51298242530756
"5067","con",17,1.47220599250936
"5243","hangin",17,1.97168421052632
"5950","bitch",17,2.48055555555556
"6688","games",17,3.37229411764706
"40","edge",16,2.28447619047619
"131","sandman",16,3.19275
"155","looks",16,1.72535714285714
"290","birthday",16,1.3463125
"409","X1992",16,NA
"555","drink",16,0.706136363636364
"775","church",16,1.17358823529412
"830","amore",16,0.853682926829268
"837","piu",16,0.80875
"986","monkey",16,1.5866
"1005","emotion",16,2.52365517241379
"1032","even",16,1.21911538461538
"1120","women",16,1.43864705882353
"1194","sitting",16,1.4538125
"1196","working",16,1.59388235294118
"1262","yet",16,1.78964705882353
"1281","est",16,1.50822632423756
"1348","underneath",16,1.9461875
"1697","dry",16,1.88094117647059
"1738","hills",16,1.1265
"1941","lean",16,1.99089705882353
"2167","linda",16,0.91875
"2212","symphony",16,2.88225
"2294","tide",16,1.86077272727273
"2351","sir",16,1.62468181818182
"2569","something.s",16,1.23996153846154
"2603","answer",16,1.51805
"2751","animal",16,1.187
"2753","key",16,1.38690909090909
"2808","skies",16,1.0818125
"2821","dime",16,1.29708333333333
"2835","ka",16,1.52654961832061
"2861","rio",16,1.42393333333333
"2959","solo",16,1.30594117647059
"3050","thru",16,1.70352941176471
"3054","wonderland",16,2.19475
"3230","satisfied",16,1.06776470588235
"3299","jean",16,2.54422857142857
"3349","cover",16,1.41004
"3404","prisoner",16,1.76705
"3577","mrs",16,2.63511764705882
"3739","echo",16,1.06725
"3758","faithful",16,1.5331
"3801","yodel",16,0.982318181818182
"3866","megamix",16,0.8259375
"3930","bayou",16,1.966375
"4012","cup",16,1.49358333333333
"4087","bop",16,4.36864705882353
"4117","might",16,1.69066666666667
"4369","mess",16,1.31114583333333
"4420","dust",16,1.6651724137931
"4444","rising",16,2.85784210526316
"4484","wide",16,1.991125
"4485","breakin",16,1.83179545454545
"4580","doin",16,0.86425
"4738","saudade",16,0.647055555555555
"6701","cheek",16,1.7159
"8137","greatest",16,2.4570625
"127","whisper",15,1.83725
"189","mandy",15,1.47227777777778
"269","goody",15,1.98622222222222
"329","foot",15,1.31747222222222
"353","memphis",15,1.13193333333333
"418","hawaii",15,0.867384615384615
"489","chicago",15,1.54186666666667
"496","poison",15,2.19573333333333
"503","X1990",15,NA
"525","teen",15,2.15309322033898
"622","bee",15,1.64532402234637
"733","l",15,1.59211044275309
"824","chi",15,1.44553243847875
"829","ciao",15,1.1441
"1011","rollin",15,1.99894736842105
"1062","al",15,1.59357834691502
"1125","belle",15,1.28379166666667
"1163","ev.ry",15,1.69514791666667
"1280","l.amour",15,1.5705625
"1366","electric",15,1.884
"1443","talkin",15,1.29915384615385
"1471","state",15,1.94305882352941
"1487","troubles",15,0.985384615384615
"1558","lola",15,1.66453333333333
"1676","border",15,1.34752941176471
"1696","stronger",15,2.8784
"1704","heavy",15,1.25693333333333
"1711","truth",15,1.298125
"1753","strangers",15,2.25866666666667
"1782","obsession",15,1.28888235294118
"1987","reasons",15,1.20593333333333
"1999","bluebird",15,1.0786
"2007","maggie",15,1.96025
"2029","alabama",15,1.34473333333333
"2046","among",15,1.2421875
"2054","doing",15,0.66675
"2061","lily",15,1.38453333333333
"2117","bill",15,2.17113461538462
"2128","molly",15,0.934625
"2143","ja",15,1.52791168831169
"2206","thanks",15,1.432
"2377","bamba",15,2.259375
"2452","floor",15,2.70165
"2512","es",15,1.40735993843448
"2523","mistake",15,1.61666666666667
"2558","X1993",15,NA
"2602","woogie",15,1.8692
"2620","mouth",15,1.1514
"2651","X6",15,NA
"2933","glow",15,1.74847368421053
"2985","pleasure",15,0.714266666666667
"2995","bluebirds",15,1.599
"3008","stole",15,1.21344444444444
"3025","pride",15,1.50646666666667
"3174","moving",15,1.033
"3199","lifetime",15,0.956
"3202","single",15,1.56913333333333
"3213","pillow",15,1.5821875
"3236","louise",15,0.864615384615385
"3302","k",15,1.71964675288164
"3393","enchanted",15,1.7174
"3411","ground",15,2.83115384615385
"3500","bon",15,1.4915
"3637","hush",15,1.87706666666667
"3640","X1983",15,NA
"3673","dinah",15,1.11306666666667
"3886","kids",15,1.8542
"3921","seems",15,1.2464
"3947","both",15,1.82027586206897
"4190","across",15,0.893866666666667
"4519","buy",15,2.044375
"4864","coracao",15,0.589066666666667
"5284","banana",15,1.54136363636364
"5334","lo",15,1.67152099557184
"513","besame",14,1.39114285714286
"535","sit",14,1.64813402061856
"544","guns",14,0.893307692307692
"593","rosie",14,1.73721428571429
"616","whenever",14,2.752
"666","harvest",14,0.942266666666667
"704","maid",14,1.19185714285714
"843","vita",14,1.09605
"879","del",14,1.72261935483871
"970","rich",14,2.01678947368421
"1087","remix",14,0.3040625
"1158","ding",14,1.57180319148936
"1230","steppin",14,0.849157894736842
"1246","bob",14,1.543
"1267","voice",14,1.49705555555556
"1283","cherie",14,1.19742857142857
"1302","volare",14,2.56178571428571
"1304","cries",14,1.50542857142857
"1318","rolls",14,1.51978571428571
"1421","generation",14,1.65835714285714
"1427","alice",14,2.34661538461538
"1474","fallin",14,1.92233707865169
"1503","ce",14,1.60106738544474
"1644","farm",14,0.790333333333333
"1701","popcorn",14,1.831
"1708","pieces",14,2.69271428571429
"1823","pale",14,2.31258823529412
"1855","lollipop",14,2.46673333333333
"1939","leaving",14,2.01564285714286
"1982","survive",14,2.19428571428571
"2121","dan",14,1.85949689440994
"2176","beguine",14,1.59071428571429
"2191","melancholy",14,0.848071428571429
"2201","james",14,1.06114285714286
"2336","imagination",14,1.65464285714286
"2547","makin",14,1.79845238095238
"2625","hammer",14,2.46727777777778
"2689","zero",14,0.783846153846154
"2744","sang",14,1.32526666666667
"2824","build",14,1.554625
